Set,color,num_critic_for_reviews,duration,gross,movie_title,num_voted_users,content_rating,budget,title_year,imdb_score,aspect_ratio,movies_made,english,num_genre,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Genre_Other,actor_1_n_movies,actor_2_n_movies,actor_3_n_movies,num_pop_actors
train,1,238,88,80170146,Jumper ,243053,PG-13,85000000,2008,6.1,2.35,7,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,16,9,2,2
train,1,345,120,75754670,Hellboy II: The Golden Army ,208422,PG-13,85000000,2008,7,1.85,4,1,5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,1,2,1
train,1,377,162,33048353,Zodiac ,301279,R,65000000,2007,7.7,2.35,10,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,26,18,3,2
train,1,170,123,34543701,The 6th Day ,100001,PG-13,82000000,2000,5.9,2.35,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,23,13,9,1
train,1,191,101,242589580,Bruce Almighty ,296904,PG-13,81000000,2003,6.7,1.85,7,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,5,2
train,1,424,113,102981571,The Expendables ,270226,R,80000000,2010,6.5,2.35,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,24,8,3
train,1,154,110,180965237,Mission: Impossible ,300542,PG-13,80000000,1996,7.1,2.35,10,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,6,7,1
train,1,673,142,407999255,The Hunger Games ,701607,PG-13,78000000,2012,7.3,2.35,3,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,14,1,2
train,1,383,102,254455986,The Hangover Part II ,375879,R,80000000,2011,6.5,2.35,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,2,1
train,1,153,126,162831698,Batman Returns ,215255,PG-13,80000000,1992,7,1.85,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0
train,1,166,83,155019340,Over the Hedge ,127345,PG,80000000,2006,6.8,1.85,2,1,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,13,2
train,1,120,97,82506325,Charlotte's Web ,27838,G,63721733.1864199,2006,6.4,1.85,5,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,25,5,2
train,1,125,120,140459099,Deep Impact ,135601,PG-13,75000000,1998,6.1,2.35,3,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,36,16,23,3
train,1,134,113,158115031,The Longest Yard ,130070,PG-13,82000000,2005,6.4,2.35,7,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,1,1,1
train,1,91,87,133103929,Alvin and the Chipmunks: Chipwrecked ,22838,G,75000000,2011,4.4,1.85,4,1,6,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14,5,1,0
train,1,139,101,133668525,Grown Ups 2 ,107817,PG-13,80000000,2013,5.4,1.85,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,13,3
train,1,265,110,130313314,Get Smart ,168172,PG-13,80000000,2008,6.5,1.85,7,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,19,3
train,1,145,128,124590960,Something's Gotta Give ,91092,PG-13,80000000,2003,6.7,1.85,5,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,16,2,2
train,1,490,138,127968405,Shutter Island ,786092,R,80000000,2010,8.1,2.35,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,2,1,1
train,1,163,91,128200012,Robots ,103022,PG,75000000,2005,6.3,1.85,3,1,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,0
train,1,155,138,112225777,Face/Off ,283967,R,80000000,1997,7.3,2.35,5,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,29,7,8,1
train,1,144,99,109993847,Bedtime Stories ,72326,PG,80000000,2008,6.1,2.35,6,1,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,24,9,1,1
train,1,226,117,104054514,Road to Perdition ,200359,R,80000000,2002,7.7,2.35,4,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,9,6,1
train,1,204,117,103028109,Just Go with It ,172878,PG-13,80000000,2011,6.4,1.85,9,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,5,2
train,1,139,123,101087161,Con Air ,225282,R,75000000,1997,6.8,2.35,8,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,7,9,1
train,1,215,118,101111837,Eagle Eye ,150764,PG-13,80000000,2008,6.6,2.35,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,10,2,1
train,1,198,154,95632614,Cold Mountain ,118483,R,79000000,2003,7.2,2.35,3,1,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,20,17,5,3
train,1,325,118,94822707,The Book of Eli ,227072,R,80000000,2010,6.9,2.35,3,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,10,15,3
train,1,53,90,92969824,Flubber ,63625,PG,80000000,1997,5.2,1.85,4,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,1,1
train,1,167,113,91188905,The Haunting ,58184,PG-13,80000000,1999,4.9,2.35,5,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,19,7,10,1
train,1,46,88,90443603,Space Jam ,112167,PG,80000000,1996,6.3,1.77,1,1,7,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,30,7,2,1
train,1,147,93,82226474,The Pink Panther ,65499,PG,65000000,2006,5.6,1.85,11,1,5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,1,0
train,1,276,104,79363785,The Day the Earth Stood Still ,139423,PG-13,80000000,2008,5.5,2.35,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21,8,1,2
train,1,80,135,76081498,Conspiracy Theory ,76099,R,75000000,1997,6.7,2.35,8,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,25,1,1,1
train,1,406,134,85707116,Fury ,303185,R,68000000,2014,7.6,2.35,6,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,10,2,2
train,1,97,98,74329966,Six Days Seven Nights ,60910,PG-13,70000000,1998,5.7,2.35,8,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,8,5,1
train,1,143,80,100169068,Yogi Bear ,16385,PG,80000000,2010,4.6,1.85,2,1,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1
train,1,106,83,73215310,Spirit: Stallion of the Cimarron ,44143,G,80000000,2002,7,2.35,1,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35,5,1,1
train,1,102,130,69102910,Lost in Space ,58402,PG-13,80000000,1998,5.1,2.35,5,1,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,15,12,2,1
train,1,209,129,65948711,The Manchurian Candidate ,86422,R,80000000,2004,6.6,1.85,5,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,29,5,5,1
train,1,152,89,169692572,Hotel Transylvania 2 ,56501,PG,80000000,2015,6.7,1.85,2,1,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,24,2,2
train,1,129,74,60507228,Fantasia 2000 ,27543,G,80000000,1999,7.3,1.78,3,1,4,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
train,1,124,96,56684819,The Time Machine ,103787,PG-13,80000000,2002,5.9,2.35,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,1,0
train,1,35,114,50628009,Mighty Joe Young ,22955,PG,90000000,1998,5.6,1.85,3,1,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,21,3,4,1
train,1,166,99,69772969,Swordfish ,155532,R,80000000,2001,6.5,2.35,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,11,12,2
train,1,137,129,45356386,The Legend of Zorro ,71574,PG,75000000,2005,5.9,2.35,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0
train,1,87,90,39442871,Little Nicky ,80639,PG-13,80000000,2000,5.3,1.85,4,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,13,8,2
train,1,233,118,37899638,The Brothers Grimm ,98472,PG-13,88000000,2005,5.9,1.85,3,1,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,35,10,3,2
train,1,132,106,37754208,Mars Attacks! ,172217,PG-13,70000000,1996,6.3,2.35,14,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,6,5,1
train,1,95,117,27779888,The Edge ,55913,R,20397910.688347887,1997,6.9,2.35,3,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,8,1,1
train,1,258,89,38542418,Surrogates ,151424,PG-13,80000000,2009,6.3,2.35,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,35,6,6,1
train,1,162,145,34566746,Thirteen Days ,45231,PG-13,80000000,2000,7.3,1.85,4,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,1,1,0
train,1,61,114,32885565,Daylight ,53132,PG-13,80000000,1996,5.8,1.85,9,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,14,1,2
train,1,113,87,36073232,Walking with Dinosaurs 3D ,8913,PG,80000000,2013,5.2,2.35,1,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
train,1,174,119,21471685,Battlefield Earth ,65464,PG-13,44000000,2000,2.4,2.35,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,1,0
train,0,205,118,19673424,Nine ,37446,PG-13,80000000,2009,5.8,2.35,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
train,1,123,116,19480739,Timeline ,53057,PG-13,80000000,2003,5.6,2.35,8,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,19,10,2
train,1,79,177,17593391,The Postman ,56403,R,80000000,1997,6,2.35,3,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,5,0
train,1,202,106,27356090,The Last Witch Hunter ,58752,PG-13,90000000,2015,6,2.35,2,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1
train,1,145,106,17473245,Red Planet ,47612,PG-13,70000000,2000,5.7,2.35,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
train,1,205,135,170708996,A Beautiful Mind ,610568,PG-13,58000000,2001,8.2,1.85,12,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0
train,1,186,73,422783777,The Lion King ,644348,G,45000000,1994,8.5,1.66,2,1,5,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14,9,1,0
train,1,169,95,119793567,Cloudy with a Chance of Meatballs 2 ,64387,PG,78000000,2013,6.5,2.35,1,1,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,2,1,0
train,1,140,136,67286731,Hidalgo ,67856,PG-13,100000000,2004,6.7,2.35,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,14,4,2
train,1,156,91,74158157,Jack and Jill ,60370,PG,79000000,2011,3.4,1.85,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,5,2
train,1,150,107,127083765,2 Fast 2 Furious ,191912,PG-13,76000000,2003,5.9,2.35,6,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,10,1,1
train,1,232,99,15071514,The Invasion ,65037,PG-13,80000000,2007,5.9,1.85,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,2,5,0
train,1,49,92,26000610,The Adventures of Rocky & Bullwinkle ,16611,PG,76000000,2000,4.1,1.85,1,1,5,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,45,9,4,1
train,0,202,110,66462600,The League of Extraordinary Gentlemen ,141533,PG-13,78000000,2003,5.8,2.35,2,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,3,8,0
train,1,306,98,368049635,Despicable Me 2 ,286877,PG,76000000,2013,7.5,1.85,2,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20,4,12,1
train,1,185,154,306124059,Independence Day ,430055,PG-13,75000000,1996,6.9,2.35,7,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,6,4,1
train,1,177,129,229074524,The Lost World: Jurassic Park ,278362,PG-13,73000000,1997,6.5,1.85,24,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7,2,0
train,1,181,86,193136719,Madagascar ,266636,PG,75000000,2005,6.9,1.85,5,1,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,3,0
train,1,372,109,35286428,Children of Men ,361767,R,76000000,2006,7.9,1.85,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,5,1,1
train,1,290,104,157299717,X-Men ,452928,PG-13,75000000,2000,7.4,2.35,7,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,2,4,1
train,1,316,110,134568845,Wanted ,299852,R,75000000,2008,6.7,2.35,3,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22,36,8,2
train,1,122,136,134006721,The Rock ,259492,R,75000000,1996,7.4,2.35,12,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,9,8,1
train,1,164,115,195329763,Ice Age: The Meltdown ,194249,PG,80000000,2006,6.9,1.85,4,1,6,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0
train,1,147,99,120776832,50 First Dates ,266103,PG-13,75000000,2004,6.8,2.35,7,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,2,2,1
train,1,219,117,118823091,Hairspray ,98693,PG,75000000,2007,6.7,2.35,6,1,6,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,1,2,0
train,1,167,125,41814863,Exorcist: The Beginning ,28635,R,50000000,2004,5.1,2,14,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,1,0
train,1,384,125,117698894,Now You See Me ,447979,PG-13,75000000,2013,7.3,2.35,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36,8,8,1
train,1,151,128,77032279,The Terminal ,303864,PG-13,60000000,2004,7.3,1.85,24,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,2,1
train,1,107,100,73023275,Hotel for Dogs ,16271,PG,35000000,2009,5.4,1.85,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,1
train,1,269,102,66636385,Charlie Wilson's War ,88451,R,75000000,2007,7.1,1.85,5,1,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,27,1,3
train,1,143,90,160762022,Shark Tale ,132415,PG,75000000,2004,6,1.85,2,1,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,22,3
train,1,241,130,103338338,Dreamgirls ,55901,PG-13,70000000,2006,6.5,2.35,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,3,3,0
train,1,161,118,55808744,Be Cool ,59435,PG-13,53000000,2005,5.7,2.4,7,1,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,5,8,1
train,1,89,142,43426961,Tears of the Sun ,93494,R,70000000,2003,6.6,2.35,8,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,35,9,10,1
train,1,140,100,47000485,Killers ,72867,PG-13,75000000,2010,5.4,2.35,5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,5,13,1
train,1,124,131,42044321,Spanglish ,65668,PG-13,80000000,2004,6.5,1.85,3,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,2,1,1
train,1,190,91,73661010,Monster House ,71137,PG,75000000,2006,6.6,2.35,2,1,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,33,7,13,1
train,1,132,123,41523271,Bandits ,57038,PG-13,80000000,2001,6.6,2.35,13,1,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,3,1,1
train,1,53,134,37600435,First Knight ,55350,PG-13,55000000,1995,5.9,1.85,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,2,0
train,1,91,148,39251128,Anna and the King ,31080,PG-13,75000000,1999,6.7,2.35,6,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,1,2,0
train,1,284,110,83503161,Immortals ,138190,R,75000000,2011,6.1,1.85,4,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,2,1,1
train,1,152,113,34636443,Hostage ,93790,R,52000000,2005,6.6,2.35,1,1,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,35,1,2
train,1,131,94,22751979,Titan A.E. ,52244,PG,75000000,2000,6.6,2.35,3,1,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35,9,9,1
train,1,132,116,30013346,Hollywood Homicide ,31293,PG-13,75000000,2003,5.3,2.35,4,1,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,14,4,1
train,1,130,84,90820,Carriers ,35510,PG-13,68812508.8582079,2009,6,2.35,1,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,1,4,1
train,1,74,93,5409517,Monkeybone ,14280,PG-13,75000000,2001,4.7,1.85,2,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,1
train,1,114,113,21009180,Flight of the Phoenix ,45815,PG-13,45000000,2004,6.1,2.35,3,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,8,4,0
train,1,294,106,94999143,Unbreakable ,245152,PG-13,75000000,2000,7.2,2.35,9,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,12,35,8,2
train,1,308,91,336029560,Minions ,142403,PG,74000000,2015,6.4,1.85,1,1,5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20,8,12,2
train,1,435,128,36381716,Sucker Punch ,197584,PG-13,82000000,2011,6.1,2.35,7,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,1
train,1,117,98,55585389,Snake Eyes ,64121,R,69000000,1998,5.9,2.35,10,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29,12,14,1
train,1,108,134,36976367,Sphere ,81611,PG-13,75000000,1998,6,2.35,13,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,2,2,0
train,1,141,97,107225164,The Angry Birds Movie ,27130,PG,73000000,2016,6.3,1.85,1,1,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,2,1
train,1,176,112,70224196,Fool's Gold ,59352,PG-13,70000000,2008,5.6,2.35,6,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,23,9,3,1
train,1,230,153,51814190,Funny People ,100837,R,75000000,2009,6.4,1.85,4,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,2,1
train,1,234,110,47456450,The Kingdom ,101386,R,70000000,2007,7.1,2.35,6,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,7,2,1
train,1,164,122,148213377,Talladega Nights: The Ballad of Ricky Bobby ,130776,PG-13,73000000,2006,6.6,2.35,6,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,8,12,1
train,1,91,87,112950721,Dr. Dolittle 2 ,33884,PG,72000000,2001,4.6,2.35,4,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0
train,1,132,178,75600000,Braveheart ,736638,R,72000000,1995,8.4,2.35,3,1,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0
train,1,299,87,183132370,The Simpsons Movie ,259083,PG-13,75000000,2007,7.4,2.35,1,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0
train,1,128,152,27796042,The Majestic ,45031,PG,72000000,2001,6.9,1.85,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,9,6,0
train,1,261,108,114195633,The Village ,193770,PG-13,60000000,2004,6.5,1.85,9,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,8,23,12,1
train,1,73,85,144156464,Doctor Dolittle ,74343,PG-13,71500000,1998,5.3,1.85,4,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,3,7,0
train,1,208,106,227965690,Signs ,271592,PG-13,72000000,2002,6.7,1.85,9,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,4,2,0
train,1,205,93,436471036,Shrek 2 ,314630,PG,150000000,2004,7.2,1.85,4,1,6,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,2,1,0
train,1,103,116,152149590,Runaway Bride ,74274,PG,70000000,1999,5.5,2.35,8,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,6,8,2
train,1,191,132,141204016,xXx ,142569,PG-13,70000000,2002,5.8,2.35,9,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,1,1
train,1,79,139,136448821,Ransom ,98989,R,80000000,1996,6.6,1.85,12,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,11,8,0
train,1,486,153,120523073,Inglourious Basterds ,885175,R,75000000,2009,8.3,2.35,8,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,28,7,3
train,1,75,142,119654900,Hook ,182802,PG,70000000,1991,6.7,2.35,24,1,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,25,6,3
train,1,142,124,117541000,Die Hard 2 ,269858,R,70000000,1990,7.1,2.35,14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,4,2,1
train,1,144,117,116643346,S.W.A.T. ,119807,PG-13,80000000,2003,6,2.35,2,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,9,1
train,1,153,141,100614858,Vanilla Sky ,206776,R,68000000,2001,6.9,1.85,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,25,6,3,1
train,1,284,110,42272747,Lady in the Water ,78635,PG-13,70000000,2006,5.6,1.85,9,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8,4,6,1
train,1,247,109,80281096,AVP: Alien vs. Predator ,143628,PG-13,60000000,2004,5.6,2.35,3,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,8,2,2,0
train,1,107,88,219613391,Alvin and the Chipmunks: The Squeakquel ,31649,PG,75000000,2009,4.5,1.85,4,1,5,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14,1,5,0
train,1,141,124,78120196,We Were Soldiers ,103241,R,75000000,2002,7.1,2.35,4,1,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,6,6,1
train,1,358,119,98895417,Olympus Has Fallen ,203154,R,70000000,2013,6.5,2.35,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,36,7,2
train,1,160,103,70117571,Star Trek: Insurrection ,56741,PG,58000000,1998,6.4,2.35,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,4,1,0
train,1,355,116,83552429,Battle Los Angeles ,154955,PG-13,70000000,2011,5.8,2.35,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,5,0
